user;digital_footprint_score;cpf_score;invitations_sent;invitations_sent_approved;friends_in_base;acquisition_source
1E081823067152221222CD4259A2A949417B035DF3B46C3B00D35C7B8D3BBD74;40;246000;0;0;1;D
95A0D0B39A82B01154504F469165DE1A06715239AC9967797AC036CF41F0ED38;86;755000;0;0;2;F
9C50340DAFF1072BF8BD000D9C4DB2D1D96416FB4C8D39BFEF59870E9219406E;61;246000;0;0;1;G
7185E3624541845D6C162262EF5B45D39C8980A818532B686D992023348391A5;40;246000;1;1;1;G
6E8F73F9F04301D74C9BBDA6FD0946C22ED792D4D521F671D5C9A1C4927DC7CD;76;831000;0;0;0;F
DBC9D727C75BA956F449761CFD0C13A7ED1EF9BE50E5949D75E77A1BBB47AE13;50;511000;0;0;0;G
909CC3EAA214E84D1AC9C074AE5AA4E9A5049609447C17F9532963F89B1FA641;76;285000;1;1;2;G
111689A61D893958C38FF418BE9DB4F86097D5864E335165496017E18BFF0B2D;85;962000;0;0;1;R
73B8F519AB7A0C5BD7FACBA92150ADCE51F5A1F2AEA3B24FFB78C3DE64E9A26E;40;879000;0;0;0;G
1368886DCC3BD7518E5B7EE63AFD973099DB1325205DF11EA66754FD23D3DE5E;79;47000;0;0;0;G
247420115EA5AA1F204D12305E40D436FBDE95AF83218D1D538252E7B24FE14E;144;201000;0;0;0;G
A615917C85222BCFE4FD7CCDD0BE7D8301B49014D321D0964642DC431ED327F5;40;504000;0;0;0;G
61AF152BB161A0725C2A3ED695A35C945AC237CF1E7005C4AE4A9A3DF75A210B;30;892000;0;0;1;R
63A270B71B58320962D8C4ACCD894372FDE910FED4C4722BC053FEA4E2C2BB61;500;49000;0;0;0;G
4A4E2D1C817D50161FF6490C0A0B28D9A1DC6B287C2CAF4899B5D513BF660757;84;301000;0;0;5;G
EDD19D71AE12F9B2086AC3C53A4014903A10E58EE22E872D8FEA0F9E0926EB1E;129;178000;0;0;5;R
1CD0262A830E0E75D175F048C647ED0B954D151875BF6F6020FDE50EFE0EBD3C;50;755000;0;0;0;G
A719471BFD4C1230886A0FEA9CCC2D02746089DFDA26ED862AB4FBEE4531AB80;122;226000;0;0;0;R
2795E55995AE616844BDCB1ED76944ADFC2DB16C220FA9E9CCD0578F39EF648B;264;49000;1;1;6;R
C50EE17E9D6E825851F38979F9A26D71D5DD6532544B4A8AAE86A7EA44DE8B69;40;926000;0;0;1;G
37483000BFD4927B733131D76CB2F5D034962C2A0DDEF46B64C9B3B3DEC8FAEB;40;956000;0;0;0;U
B422EA294B53E531B625A6DE320BE3F8CD0BCA2E0E6CC806EB5FBFA30269B2FB;97;110000;0;0;0;G
FD6B6C025FF56CAF2A3A12CAB058005769C0C1753BE41BA2D91B179774C4AE3D;50;755000;0;0;2;G
54BB283823BBB7BE1F2145681AAA348CE82F1879476152BB92D8782C249B7DDB;200;700000;1;1;2;G
0B56E3D9A1713FC60C85602BF43871ECE50B999A998DDB844ACB99B96ADFA7CC;50;226000;0;0;2;R
4BD96BEF79F087245902FEDF27631E15F0618034DCCAA9C3FD60B6D3DCF958D3;40;773000;0;0;0;G
523C1ABB792C69D65CB64FCB8B90D1E9966987E6A26B26ABD531E376E01760E8;225;957000;1;1;0;G
E9C26ED7684AEAA821F61C11C3038B1A11EB05A3334A4DADBBF719564161A26D;74;219000;0;0;1;G
FA114652067BAB7CE04907AB21AC813D0A184F450E6C036453C39CE9B69608C4;50;377000;1;1;0;U
CFB5DD0FDF34F0C1AF319FE9F3101A23255E6A931D06C433662AF854B220C981;184;178000;0;0;0;F
C2E7AB3101C45E1ED58C21189265066723421914471323FAFD7F5F85E904E7AC;72;70000;0;0;0;G
1F8986CD254CFEA108243FE7158A4ED902367A2361B872C7D698AC3CC589DE84;107;302000;0;0;0;G
821B0A50367617C3453D14DBCE051A0111961343ADEF3E27FCDBC47C077C2D56;30;929000;0;0;1;G
44CE37C76D4BCD483F09969B930B9A62398E031D3262F62F9B82836EA036ABB1;229;226000;0;0;2;G
F1D7F8BF671A1FE599AE38ED9144C6D27A45DD9731CA7B8ED10A9D42C2CDF7A0;25;238000;0;0;0;G
15F8DD92D55FD81D90066BDABF5567E65FA7A4B51754E44E9BD37727C503E0B1;50;845000;0;0;1;U
37EA821B9102EEFB7DD5E9C61472F56F97854D0F364928295C6EBAF6DA708F0C;132;178000;0;0;0;G
ADE5447A91D4F900BC0350062B561F0FB743CC16EABA703C93EC6D6A2D26B07F;498;301000;0;0;1;G
1E13C4AA3418E383EE196B8ACCA5C507AF28300313C859FA564C1C0248B9E689;211;246000;0;0;0;G
DD2B663BC99F09C9CCACF43ACAEB9D10FE9E0A1F9C806EFB6BF058DC99F0F168;224;70000;0;0;0;G
6ADC47A7247EF88E564EA79B70A9A51F2D2372730503C27737D575532FDEACAC;86;110000;0;0;1;G
470345B5F5F6BCEEF0F3335EB81DF21E3A6167F555419A64E60DD1EF18B9E827;89;251000;0;0;0;G
2C9AB9AF2CD35E7E481CFCB1892052E9860A3B49AAB57F197476698EBA6E1EC6;149;60000;0;0;0;U
9E920FC24286BBCD01C8D09CBAE1E3961F7902F1F8A97733959DE5AC113A171B;30;311000;3;3;4;R
D9B32CDE7A2628395B408A365090D916BAD1D708C214295F09D13373719BB058;172;83000;0;0;0;G
2FB7E045809F0B1FB5C5EFC6AF70468DA80D64D47A9B476F08224B97E78F9C93;890;952000;0;0;0;U
722AF0959C7EDDC630EC8116991ACC48C46D0BFFA03222987338EE2B55577480;906;800000;1;1;3;U
F8800B459D4488409A008B3941D336D9089A9897CA4CDC81C507923C6495FC58;25;944000;0;0;25;U
B831F18B15CAD1C7B1DFBF86028F81B9C9E4B40999FC79D514D643A3215B4CE7;50;696000;2;2;0;G
38AE24E1212D6AC8844338C8EECAC88F2859D348F6B46ECC8298E6C34242A2FB;162;445000;0;0;0;G
12D672E844DA78C9B1F6812BC0EF1AE6B167B9BC0E4E1003C1BED42244D38E6D;95;836000;0;0;0;U
5075549DB29110346F9FF088D766C44AC3356B7CBF026AF148A7516B03EF0826;20;926000;0;0;0;G
89A7C7BF40D2E08EF1C477996E22453736852F91DE36FA6BC2B51DD2893281F4;157;900000;0;0;1;G
A24C42A9BCD843D41B38857F23E9C88686BE8AB492718C8D5FCEA726DD531E9B;40;913000;0;0;0;G
EEBC5F05C93304DFD55AFAD2D37F03FBFE1DD4791F5B76752F73F14B1A67543E;50;377000;0;0;0;G
C72516576A4D4B9920F249BCB4AAB9FB4FC0344F65C61943166F1682707D20FC;30;73000;1;1;3;G
4986FB25BE037BB8551FD2927CD0FCBD13EA2910D050215102DA7C756203523D;50;377000;0;0;0;G
412341AD6BC0317DA113719BA7A5B8E9482A34E885997FE20C6EE758D2A9A515;906;827000;0;0;1;D
5B6AA1E11337A50AD00CC0031FE54013B5B5D9497C6A82814F07B85F55660547;91;545000;0;0;0;F
53D9E4E177B85F6EA91CC488CB39FAF75E8CD8B5E02A89B33638909A407BBDE8;84;178000;0;0;0;R
82F48757FCADB73C7704E4324EBC53A75B55307C467A78913A0F4B4707C8A2CB;50;203000;0;0;0;G
CEB96D1AC2BA63D1F9DF7A4AC5EA211F253FD73EAD3E459BA9EA54A7D1282FDB;20;900000;1;1;7;R
8C692F72FE815969F8C5275DF1190FB314A69E34C74E712FD4C9A22E91E58A55;50;178000;1;1;1;G
DE667273DBF104AA744E6DD4433F4FE7478DDE96A5A787CF37F86A9E68EA863B;40;932000;0;0;0;X
06A6142AC2A4325304F9D961D8307B8BF0BBC7EFBF0B83F29EE9F44A531E46DA;86;49000;0;0;0;F
D51BB3287A277E1375B97C5F6B3F23CC6827F07DE234933C7C5677C3CCED859A;50;178000;0;0;1;F
3DA1946B428741CC42D0C2027DD479ECB60BBF299312D921EE772EF9ADF4634E;121;226000;0;0;0;R
061317F4B36D4A50A424B64FCE4F0C8533C28AD772E9D504873E9CED5E7E5C6E;82;850000;0;0;0;U
1F4FF0243EE6B07AF3A7E791962450093527DD2CE6E4644A13A6B1282A993290;890;932000;0;0;0;R
2547F3225B55A7F32153545A2B0674DCB97E68AF8A989702E7C83030798A585A;50;246000;0;0;0;G
DFF1E2AEBFDC2268677E365A01FF96CA6B449243306C72B9DB36F924EB82F92D;172;913000;0;0;1;D
22716026BADF26F4A11D08FB36B54E8E04F8EF366BECA1C91E13161288756F96;50;863000;0;0;0;G
B2F63B3EA8D2A804EF2A0D77513F848AE08EC041F2225DDBB56EBA187C9AEA71;40;900000;0;0;0;R
0791CD416CE4C0BF0A904984B32AD275901F9E01901ADE547BD5661DA8439AEE;500;956000;0;0;0;U
4AA49A241A75C894AE3AB29B67BD037AAC0A5032DC68B5F8706EE9EE19D9FB51;500;47000;2;2;0;D
0B8469738F75CB68C326435BF260451DCEB2F4E9C0309389FF670D88B17D5F00;50;768000;0;0;2;F
A60D8BEC69C533D533D00C3FFC73BDB2E56F41D23D02976CF3E06EB1CA50A2FA;500;226000;0;0;1;D
1522F56E5E9DEFEE87AAAFCD6EFB0A74D48DBAC440528A664DC5F6035D2C4F41;30;246000;0;0;0;G
E0859846645AF4830E07FCFD56001A7008AF762D2DC44A87596A6C8FAB52D420;40;710000;1;1;0;R
4523899325EEA9F75E83C134769079DFFB01C47371DA45DE6550D3C9C287EF20;50;43000;0;0;2;R
3ECE450A983E21ACCC2CDB271C14831A576C308F7BF68834B850F08E3FB7B502;126;226000;0;0;1;G
823E0D080CA7C15E5A04ED4802298A60EBE3A973B9F33CD8921CEF1684E5441D;500;755000;0;0;0;G
ED96B315F33735ED7A98F385746A2811E0D257A2B35456AF782D7E7FFCC49060;98;969000;1;1;0;D
6C2BDE1A2BF2F6074BC8E8B941DCFABF387F86C17842AACFE692C09CB795CBC6;40;504000;0;0;0;G
EABFCD9BDB44FA2039D0A0D3E850BF68891FDD96E825444E48ADA851D91C04A0;160;974000;0;0;0;D
9E221ED7AFD67F4D26FFFE35214B129B47131F2568F593E498F045E02F14E2E4;229;377000;1;0;2;R
4FDCBB467BB0940685F17FF5CE3E8E8080A9CD1D1B7E2C54BB70CC71D3E45D4F;138;226000;0;0;0;D
61B7FFC7013972ABAE4ADE41774FBF06B7953123B9FFCF3DE58B6DDBAEA4294A;50;700000;0;0;0;U
558D23BA65C9FC3A67579DE6FBE58DBD5D9461A3773E1A540A45A263384BAD1F;500;43000;0;0;1;G
EAC9BF2F01F7FB889D7C51D3D31DB616A7D666AEE58F6BC64787AEB2499A5B52;40;956000;0;0;0;U
816CA28CE0652A3C3E7F384B6DF97F11802ABA6B5419CB3D3C8AF137A03F1645;117;86000;0;0;3;R
90A7F6AE633E6740368E7E2DFB46B4EA23E831BFA103C3E4EADFECA6605B8DB9;50;892000;1;1;5;G
D9FD11BDA0274D8884A7E888D49CB25048D8921A38099E9A083A0968122BD85B;145;615000;0;0;0;G
614F4B6794FA32372CA88FC89F6B412EAA226B8545DAA31F2E35F03C6928AE34;50;508000;0;0;0;D
F5512E6C18400310FB207CD9DF14D92D586C20306960835820E97812744D81AA;184;755000;0;0;0;G
A11747986BAA084F6375AA88B798267E49D3AF12C4B42BCFF62916354965C41E;88;956000;0;0;0;U
7A3733AF49FDCD23E0711665E5134EFA5534CB3A6C34E2F845C3E53F01D55AF8;50;759000;0;0;0;G
8DF6605657B88C45414C07DDE65272AB16F0A198447C2A3379EA246A2CD0F747;40;956000;0;0;2;G
A13C6A444CFA143433F69D83F175CD608B5AE4D191EB07FEE9CC7331F49B2169;453;896000;1;1;0;R
B5938634021805D7569DCE7C44C7EA99D93A1E211275DA4754BD3BE21BB84300;165;782000;0;0;0;G
DC2A10C37A8A566F5B3BC8643A4DC7CCDF504BDE3B67CE25DB7BCFB817E06F2E;500;311000;0;0;0;R
00FFEE8C2EAF343C3699C761227E54909C1E1E7B5BB8F70ACF2BEDD5B8943799;50;246000;1;0;1;G
E7D80AA2DEE9D55EFD318D55B4927E8C0AD947CCB083CF69A1FB1998161E02E0;50;755000;0;0;1;G
431D6284B5F6C9F9583037A7BACFB3ACD6DA6EDEFCB4477A62C14F7032B8EE59;30;804000;0;0;0;U
69687F27E0612B58C1F8ECB44E21DCD7D6409299C330D8833DD405B61A3E9B74;50;73000;0;0;0;G
1102AD5CD46927026153B455E6884A11933CE3C5F9A6A4D1B2A9EDDBA36F9A80;50;377000;1;1;5;G
3CF980FAFAC3C904F98A3CAE011D01614F506450AD6AE218A90281487E8584D0;40;246000;0;0;5;R
7F0B6DB36323699E7109407B66CE32AE9F76779DEA58B70FDF72DCE9A1E506B6;25;759000;0;0;0;G
D5AC97AB54BDD345D1B8C6DBFB60A6E4E3AC5489A820DF222E4C2A8341CFC3CD;84;696000;0;0;0;G
CE40B0F8A6E2AC8264F6DD8E635407D77C96239BAC7771577C63AACAE321C20D;40;854000;0;0;0;G
6960E8662DDA0B570395B791557A88BD108DFAF3128B38CA6A34A7978F230863;50;49000;0;0;1;U
BF09F5C0CF3BFE601CAFBEDDFD0CD535CBC796A4FEB746344444BEC5028442D6;906;519000;0;0;2;G
192D7A1E0A2A5B9AC9D7F4617869F45D2328C472ECFD6347C91E01E09F82AB70;193;626000;0;0;1;G
8A4B2D4A87E037FF3644622C614E3681267E104BF384DAE04420EE269D917FAC;146;246000;0;0;1;A
92852E155CA62E35E24F7E194AB365FEFA25FDC564D8BC6865C7BFC5AB2B70C3;188;377000;0;0;1;R
3E451B478AD8F5D633ACA08C5760595A7E0738560FBFA97A214CEAF50EB87A1D;162;246000;0;0;0;D
8A92BCD3F22D94EF34040A341F55E41214A3130068CB7488B720339CA7010B3A;50;226000;0;0;1;G
1C0027047CDEA4B4F9850EA5214C55BB5B4A0CEFBBDF36048F7AE13D4F016DA8;50;956000;1;1;2;D
1BF593082BD20A41C30DDA22DDAE045A037D8287FCDCCA5188199535353495ED;50;246000;0;0;0;R
43AA3438FB7FE37E518EF8C815EA5F8683EDEAA04599DC574E48CBB64D31B039;82;713000;0;0;0;G
BBF4B8262375DFD205223FDDD2F31AC1B698D786455EFB43D3C162B6CF953725;50;875000;1;1;4;G
E69C7C0CF649B28FCE4E42AB0057F30566EF9404C683A70B6405AEFB37F11D16;50;646000;0;0;1;U
D721E4C36FA244B04B577B5384DD9470F319E772EE1FCB150E18B4C804EA244C;50;246000;0;0;1;G
6F007DD189CDC3C6781525B9EBC5B788C14B4C3A0F59812FBA7403C14EF68E20;89;377000;1;0;0;G
57F487F813CEA8AEE0FAEDD3D17F02A84570AA7A8ADE749C5948224DD1EE4F99;50;964000;0;0;0;Y
0532C1967480C2A80CF9AADA007F76D66473D8AE44FD4A6BB18D65FE2F349866;;;0;0;0;F
35D8ECF17812E395D374B1A04116A80E771540C8D61382B026C845B90F1274C2;;;0;0;0;U
17B5E33F4A50CFEA94CE507A6475FCD35BD38C162B5F3A386C9D91242EB52026;;;0;0;0;R
3E493A78B37F46AE56C7B17E773A006AD591AA8A546DC83C367906A13F7943CB;;;0;0;0;R
6E4FAD846AAA97D495511B765D44138786CDD89B2AF290A0C3E8C99888766514;;;0;0;0;F
1803443FDE288818255BE2F3D6ECEE405DCBD48474B26CD93F80FC55747B3A27;;;0;0;2;F
2C656BDD8583B3FF5535F89490478E3D62CFE4810B89535F41E78B9A345AD2E1;;;0;0;0;G
F1D1D8E4C45ADBFC48E81BB15FEDDC166A4A53928C93D7D7A023E8AD73A82221;;;0;0;1;G
241010BB41E9C7D2F0498ACD806B2D0B3D36AE72B0CCD4F11AFEFF545707923F;;;0;0;0;G
2CF874109E192FA38F66F5205EC2928D63825439F1AF5D344CD821DC391F73B4;;;0;0;0;D
69BC90954CDB2FB7715AA09922D3C96A3E87E267A4F38C5582CDC8A7ECA41010;;;0;0;1;R
BE95ACDFFCBD3D86BE11767FC52E3E85A68C17A93EC648382389BD1857167C4E;;;0;0;0;G
A3F286AF15A660A6BA43641BBB6AC1C20CD1871E83866CA8141C36C233841DCE;;;0;0;0;F
5FDFB56867AAFCBFA9D075D7B54EBC0CB4AE1C6BFE9B60224B414C8AF701A855;;;0;0;0;Y
74F5B6DC27C434923CD593C238B589BA1B0CBBE02EB1BC4346BA5999C45D35F0;;;0;0;0;F
8681EC2D594F8348E1AA9FC0E7704ACD5EBE6FC14EAB211B7CB137E9DCF696E2;;;0;0;0;F
C2502D1B780FF29994B382347465406D8465083AC8141CA88BF59CFBC57561E3;;;0;0;0;G
E879FD69D54279714DA3C3285533F9F0C37E47A9D9D1817774031708C6257109;;;0;0;0;D
F4505559C8D0C1B8CC1D4EF770BB3CD9D079B2D60B1C51901B222867D983041E;;;0;0;0;F
06276321D496EC59B493A1F148CD1F5CAA042D41983A7F2580E6B4117D27AFE5;;;0;0;0;F
56E6D73E5E2E977A1C35CB02BC742F4ADBFC76D84F285BE4A98224225922C834;;;0;0;1;U
1E026446EA04D82A29D9FB73E380A84E8AED7504734C3DC49DFB6DABA13CDE87;;;0;0;0;R
3F1C02D5A6783225E3FB6185C975DF2D93E365DC6790479BC11A3A53C3CD87F3;;;0;0;0;D
583965735BC9F0F3BE2E228E793C61455ECCBCC8CFD28E3DF9A8BB3AA93AC6B5;;;0;0;2;U
A9BAF87EB651151A74E0901D52943280518F44330B9CFAA8244DFF2F1AD63DF7;;;0;0;0;F
3C339B0CAFD181074FEE69F8A0FFB303AA1A9E494304F06B72667C10DC81D286;;;0;0;0;G
EF542BA5C57C368AB632B15BA34B886907081D1C6DDF2FC9B44AC7E8E9D633EE;;;0;0;0;U
71F97B8C3DA80B7873F5608B6630EA6E66ADE77FCC20D0F014B8C81FD02322FC;;;0;0;1;G
7E29164B0C3AC90A3A6C5EFAD4961739A96004960B29A15C6728D483A3914DDD;;;0;0;0;F
6B2BF4CEE71FD4C541023354922067A71504835CA2DEFB2DE6E1F11921B4F7E3;;;0;0;1;G
DBACD926A4A7F1BE0775943CF78C4FA4D4335BBEADB87D78DFA656C0EDC2868B;;;0;0;0;G
B82455117B1F3420ED1528E11ADCF36B971D4D0233F0E9A74A59D9A49CAC97D5;;;0;0;0;F
2863BDC001B7B56408BEAA91067154EB2499E12167CBB7FB4EDD7D2D83D61E2B;;;0;0;2;F
C0158873FADF092092A5F68C3A96480382A6FB1D23870BD178EBA622963C980B;;;0;0;0;F
C5AB7407A7C2F40A7ABDD8B55A18C72CB0B389B7F9713FC9A46CBFCEA2AE442C;;;0;0;0;G
6FDE17DA551E32272C18C4F572921EA2FD36E70D253357B78828E828E2247501;;;0;0;1;D
9DB92A691541561E2956D5B2AC9C9AFE134FBEB6ED1394D434A9A72BFF009603;;;0;0;1;G
06FAE4DF2E3558154125658EC66F43017A59AAE127144F99389F066C5027B96B;;;0;0;1;F
57CC9E386C8291F2DE73A3A418BFE96F07688161A37AED3F4ED4044A48C47418;;;0;0;0;U
0D1747F93CC65901C314B967C90C77DD78E9B84FF7DCE845153D1A629AFAA955;;;0;0;0;F
3BF57D7474B79DC551671FB7969D2100A79F0EE2D9A558C7EAF967239BEA709D;;;0;0;0;F
4522E2E4DFDFDAB76CA6E512064AAEBB20E87257A85C26E5955D07730A284404;;;0;0;3;A
3DB0F9B90B09A7A6E48A98512201A1085BF5E2238947445637B5C0C5039D055C;;;0;0;0;G
04FAD5782C10FAE0019B901FB90897D1B172012BB0A22D40727851E8433864CB;;;0;0;0;A
DC2E7C6A1E202D2709BD1B36A8950BD8B52922599AA21C5D5D6B10912DBEB8CD;50;951000;0;0;1;G
9E51AD89483381A28351BE04C541346AC99642242A67E69EB2AABD56A6987207;127;73000;0;0;3;G
5C31F622CF4F36B9BB646D22B2B601DFC55A4BA0AE26AC192120C67B0F37F59A;50;916000;0;0;0;U
7DEC2091B0B5934FC5188D7D12D62E8494F9390EE8106BB9FC5DE4219BBC51DB;88;139000;1;1;2;G
192288060D93D4E8540D45C263561454347A55C1CA3933E24E9112B4E0020493;500;49000;0;0;2;G
A87D0DDA2E0E0351927D02B82E846FB67E97FF0787E4F6D8717743C51E7373B8;50;845000;0;0;0;G
AEE22440DB2D35EE54ACCDA0EBD43D6EC73077F9EECF75AFF4F0DD45D5E363CC;180;110000;1;1;3;G
6D23BCFB76F7EAF2B3C9A07F1D2E95D72B09593622ED75273E3072D8DC261647;141;854000;0;0;1;U
6E989A2B05F11C7C4D0E9B9395DD2416F65EC8D2D571D6D491A7E4ECC92842CB;240;178000;0;0;0;U
25FF912EAA57D2535955D646B83AC51EAD5EF3920029994D1BD6E903A1037597;79;41000;0;0;1;G
7DC36A7979B7C59472D01E9164F2A2B6360A3ECD947161A2BA12CFAA395FEE4B;50;377000;0;0;0;R
986E250FF9D4813AB29DCF4E41A4BDFB47BE32C60EB72879DE9CF58A098DFCDA;137;935000;0;0;0;U
6F91467F6D70CE05ED987AC0AAD04EDB434EDDBC5ECE187FAD44F368C02C72C2;490;178000;0;0;0;U
EF9356B1BDCAD52F795AAE1C55E0E46932F6DF121811B01F92BCD54E62C24BEA;50;311000;0;0;3;D
2512AE55033CB937404F7F8E0C2EA2547421D5CB618DE788904022234468857D;205;41000;1;1;0;R
7A47CC1EEF65B7E369972950367DD56886E97E6E8458721356BC8EF46AAB5E0C;190;178000;0;0;0;G
DAB4ABE14737D162C711447D5E88A89092B855A65339053B66A3AE363C25E481;186;25000;0;0;0;G
BC1FE3AB9ED71DB35799D795B9D00780A24AF9ECFE027EC193C2C4BEEE172A56;190;43000;0;0;3;R
4266C20B07D602E8E87F12D6ADA95B6FDB4062F3BF40123F0C58CE0587B14C80;500;377000;0;0;0;G
7E0904D996E49C6ED0EDB554CF0FFC7B82E41063BE13388D5770EA224FBA0AF6;40;863000;0;0;0;G
19BFEA06D6BFFF904712DF2E7CCE8CE04DD1F3BA2158ACD72DED0B49C20EC7B7;50;285000;0;0;5;R
260EF145A2F12D043F0A57B0DA9530D6F38DEFE86266882DB90128005A77035F;50;504000;0;0;0;U
632280C2102A25A6AFEF07BDBC6CF8492DB25B409BD64AEBC2BAF406C79C96EE;500;913000;0;0;0;U
B2FB93FF5EE05D1E60D5F84F7B6A672EACA94D673E7DDEEE63BBBCC643F88D44;50;226000;1;1;1;D
C5A7A706B3920FF2580B57E128FD791570AF43F05B0F276A48740AC1EF834850;500;836000;0;0;0;D
06636EE157B15ED804B3550586CF0A4A74F4E2B3549E36E19ABD4685E2C24CC6;247;377000;1;1;2;R
E1F7A70694C04BD21FC42A7743041E058A8F50B3B1D7ABB4C3023BC3A83E5EEB;50;947000;0;0;2;G
A7277ABEF9A6EE74F7AD6464D13F54D4C325E526E3B4AD062CBF94BD440CF63C;50;246000;0;0;0;D
38F8740E69C9660E3A51F137A162E921D6A164E9A6C97CB1985912CF6865784A;500;219000;0;0;0;G
7C9522F2D120CE2CB921559F33682DC481FD8D6458F4CCDC02791D45D8B04922;40;791000;1;1;1;G
54D73F75E30B29AA6BCE74EB583066281DA2D68B3D2B340A3C3024918DC58436;50;686000;0;0;0;G
6F036DBAFC538166BAEDA390A3CA3E236BC310B850FBB274173D472C14A39530;500;219000;0;0;1;G
0F0FFE5C1888C4DED18CBC384A64E488468109D19D92AA14D0691F6280D8824F;50;70000;0;0;1;G
31346CDC2D3798DE0CE855E150FFC66F9AEA10701C64479E26A122F499BB7823;50;710000;0;0;0;G
1194C2B5D9A765482B0AB40FF28162280DE9831DB9E2B2B141A38B65C1B950DC;50;49000;0;0;1;G
923DA6F472AC4EC8D8C3523C2DF952853AC8D701FFDC2DA477505855E88BED99;165;726000;0;0;0;F
1792705F871E4B0E4E0D2D400527ED57226D71DAC7B440F97A47C6E9DA471BB5;50;975000;0;0;1;R
17548E818D98F7BC39820209DF523DA903A537AC48873AAA46C3223ACAC5A806;30;916000;0;0;0;U
EB698B6BB3DFBB1834C269441D1FF0C79D15C9FAB4F1FF93023065315AFE253A;120;178000;0;0;0;R
505477E8CBFD4FB43D8BD183E34EE7EF90D1D22B98A85AC7E1D90F4ACB8C4EE0;50;623000;0;0;0;F
C3C670CBCB058FD78FE3A516DB6D7BDBD5741ACD9E905A35F9EE0CA8073B17C9;;;0;0;0;F
3F2EC2DA9603F3F461F8822C49E7535FC033C2F410BFB4AF4CD142B8FABD9AFB;;;0;0;0;R
C776855AE6492FCF4BC98804D6D2796D23E00F62C7DEFDE99025F66132EA0B37;;;0;0;0;U
94C5DD30EE38CCB838BEE852FCFF817B939109360A2C7A0008678A79E70B334D;;;0;0;0;G
AE4AA0B4C22769AA0EA276429EF58012BD31E20A88FD939D7B00B1489B9B1D8A;;;0;0;4;R
8EADDA54AFFB504E62D3E31658B5C1E3C0AA2864C958FBBA6DFA17B51E1E70F7;;;0;0;0;F
6FE806942D232468BD0ECD4F631A2E0C633D8B9C6A67F64B7D8A2EDD9D0B74FF;;;0;0;0;G
B43E4516A3B819B0760963E2597F09305D95A9563946D57F0CEB291DEB9FF230;;;0;0;3;R
7094DBCBCF30208FAF18142325062D9A10C29F391828B464BC013955AFDCF995;;;0;0;0;U
DA9E9AFD40148635EAC27D47D0E84734127431E033CAFFA833CD0C479A6E958D;;;0;0;0;G
DA9E9AFD40148635EAC27D47D0E84734127431E033CAFFA833CD0C479A6E958D;;;0;0;0;G
DA9E9AFD40148635EAC27D47D0E84734127431E033CAFFA833CD0C479A6E958D;;;0;0;0;G
DA9E9AFD40148635EAC27D47D0E84734127431E033CAFFA833CD0C479A6E958D;;;0;0;0;G
B8811DF05E150BFFB0A60827A2C50E27E2504383826AD8F356FEBADD3F82E3E3;;;0;0;0;F
5B9C218939E5C8B6809A4F1A179EA741C0DB4C53B1D808AEBCD64AB641FFBC41;;;0;0;3;F
680B25C2552CBC715C616D78C2F52B45CA9DF0BC2238EF3CCC91025561BE4A81;;;0;0;0;U
DA8E3C61AE91898DEBBDADA219C930A4C328C7FA89083874B1AD5AD1EE68C71A;;;0;0;1;G
D8BAB1B95386CA5BCD7502319322857D0CE0A46ACD1562A2C0DDD1C253DF43F5;;;0;0;2;D
693B08DE64415127B3AEEB7E6F46C862B8B918AEF3BC104116799531B545ADD0;;;0;0;0;A
848F888AAF0641CB973666A605F00131B0CBA517D8C091612B86A5A666D55E00;;;0;0;0;F
B39C9516CBD280B82E90B95A62E36217D67CDFB92E9015E343D21349CCD06736;;;0;0;0;G
136E697318C14ED5925BC530785E2E63CDB3F5CFF1CE7AF89480561513F3F450;;;0;0;0;G
7D4408665020A0EFAAAB0C42ED8817FA9749FA0EF2DDC9002D40B8B52515F175;;;0;0;0;G
A746B49EC644EB282C72A8B2455991B70FC79B66E15ACC23BB9857C80A812F1D;;;0;0;0;U
BA076C84588554C890142C9F7A9822859196428BC72A7808823B540A49B666EC;;;0;0;0;G
764368D404D2451AC7D0BD0C4FA307B26857CF4259E131188FE72D57F8E0CD13;;;0;0;0;G
2A9D873701CA901EE8AEE1F97007E5C6E17440CF8EB97DA1E2D77F5B27FBEFBF;;;0;0;0;F
5EBD11598DE4F4865AB61BAF7E3934EED331B4C2E3C72299717A2DCD49264612;;;0;0;1;G
0D489C253779FEB7D880B7BF8A85BFB46490862414B44D5AFE2880EC31B82E35;;;0;0;1;F
9440D0D5858A5007FC0B4FE428751378BA33EE2F78639729D269B63FB4C457D2;;;0;0;1;G
46378C78AE748B4AAE96AB3EAECDE6F5C6855F8FAF180F9625EEF6ADBA3E8458;;;0;0;0;U
63F507BDC4A559C8990A57369EA02CB07E3A9A2EF10D5652886E3C8AA18E4AD2;;;0;0;2;L
EC902B84326938211C47E3FBD9F6164136FFE5D85405B7A2D73313CE8E9D75D5;;;0;0;1;D
968BF208A9D117E75D6745CA06834E6D87F02B9AF0E0CAE29F9DE91ADE50DF74;;;0;0;0;F
38D6E9DB38BD921792496E763147F4B59BEADA38B2237541F045080080819A26;;;0;0;0;R
88BE3279DA179741F15D252B7B82A1066B7149AA57A672442DB999A6181EBACD;;;0;0;1;F
317C07A5F2092C5C2BD28FC4669270051BFE9AD5413165D889DC1EE64A844497;;;0;0;3;F
